,Your Prolific ID,Artwork Number,Question Type,Survey Column,Actual Sound,User Answer,Artwork Dynamism,Comment
1240,9,P3,Dynamism,Sound A,Sound A,1,3,
1241,9,P3,Dynamism,Sound B,Sound C,5,3,
1242,9,P3,Dynamism,Sound C,Sound F,3,3,
1243,9,P3,Dynamism,Sound D,Sound B,2,3,
1244,9,P3,Quality,Sound A,Sound A,2,3,
1245,9,P3,Quality,Sound B,Sound C,5,3,
1246,9,P3,Quality,Sound C,Sound F,3,3,
1247,9,P3,Quality,Sound D,Sound B,1,3,
1248,9,P1,Harmony,Sound A,Sound C,4,4,
1249,9,P1,Harmony,Sound B,Sound B,2,4,
1250,9,P1,Harmony,Sound C,Sound F,3,4,
1251,9,P1,Harmony,Sound D,Sound A,2,4,
1252,9,P1,Dynamism,Sound A,Sound C,4,4,
1253,9,P1,Dynamism,Sound B,Sound B,2,4,
1254,9,P1,Dynamism,Sound C,Sound F,3,4,
1255,9,P1,Dynamism,Sound D,Sound A,2,4,
1256,9,P1,Quality,Sound A,Sound C,4,4,
1257,9,P1,Quality,Sound B,Sound B,1,4,
1258,9,P1,Quality,Sound C,Sound F,3,4,
1259,9,P1,Quality,Sound D,Sound A,2,4,
1260,9,P12,Harmony,Sound A,Sound B,1,4,
1261,9,P12,Harmony,Sound B,Sound A,1,4,
1262,9,P12,Harmony,Sound C,Sound C,4,4,
1263,9,P12,Harmony,Sound D,Sound F,3,4,
1264,9,P12,Dynamism,Sound A,Sound B,3,4,
1265,9,P12,Dynamism,Sound B,Sound A,5,4,
1266,9,P12,Dynamism,Sound C,Sound C,4,4,
1267,9,P12,Dynamism,Sound D,Sound F,3,4,
1268,9,P12,Quality,Sound A,Sound B,1,4,
1269,9,P12,Quality,Sound B,Sound A,1,4,
1270,9,P12,Quality,Sound C,Sound C,5,4,
1271,9,P12,Quality,Sound D,Sound F,3,4,
1272,9,P7,Harmony,Sound A,Sound C,3,3,
1273,9,P7,Harmony,Sound B,Sound B,1,3,
1274,9,P7,Harmony,Sound C,Sound A,1,3,
1275,9,P7,Harmony,Sound D,Sound F,3,3,
1276,9,P7,Dynamism,Sound A,Sound C,5,3,
1277,9,P7,Dynamism,Sound B,Sound B,3,3,
1278,9,P7,Dynamism,Sound C,Sound A,1,3,
1279,9,P7,Dynamism,Sound D,Sound F,3,3,
1280,9,P7,Quality,Sound A,Sound C,4,3,
1281,9,P7,Quality,Sound B,Sound B,2,3,
1282,9,P7,Quality,Sound C,Sound A,1,3,
1283,9,P7,Quality,Sound D,Sound F,3,3,
1284,9,P9,Harmony,Sound A,Sound B,2,1,
1285,9,P9,Harmony,Sound B,Sound F,3,1,
1286,9,P9,Harmony,Sound C,Sound C,4,1,
1287,9,P9,Harmony,Sound D,Sound A,2,1,
1288,9,P9,Dynamism,Sound A,Sound B,3,1,
1289,9,P9,Dynamism,Sound B,Sound F,3,1,
1290,9,P9,Dynamism,Sound C,Sound C,4,1,
1291,9,P9,Dynamism,Sound D,Sound A,2,1,
1292,9,P9,Quality,Sound A,Sound B,2,1,
1293,9,P9,Quality,Sound B,Sound F,3,1,
1294,9,P9,Quality,Sound C,Sound C,4,1,
1295,9,P9,Quality,Sound D,Sound A,1,1,
1296,10,P2,Harmony,Sound A,Sound C,4,4,
1297,10,P2,Harmony,Sound B,Sound F,3,4,
1298,10,P2,Harmony,Sound C,Sound B,1,4,
1299,10,P2,Harmony,Sound D,Sound A,3,4,
1300,10,P2,Dynamism,Sound A,Sound C,4,4,
1301,10,P2,Dynamism,Sound B,Sound F,3,4,
1302,10,P2,Dynamism,Sound C,Sound B,1,4,
1303,10,P2,Dynamism,Sound D,Sound A,1,4,
1304,10,P2,Quality,Sound A,Sound C,4,4,
1305,10,P2,Quality,Sound B,Sound F,3,4,
1306,10,P2,Quality,Sound C,Sound B,1,4,
1307,10,P2,Quality,Sound D,Sound A,1,4,
1308,10,P8,Harmony,Sound A,Sound B,3,3,
1309,10,P8,Harmony,Sound B,Sound A,1,3,
1310,10,P8,Harmony,Sound C,Sound F,3,3,
1311,10,P8,Harmony,Sound D,Sound C,5,3,
1312,10,P8,Dynamism,Sound A,Sound B,2,3,
1313,10,P8,Dynamism,Sound B,Sound A,1,3,
1314,10,P8,Dynamism,Sound C,Sound F,3,3,
1315,10,P8,Dynamism,Sound D,Sound C,5,3,
1316,10,P8,Quality,Sound A,Sound B,2,3,
1317,10,P8,Quality,Sound B,Sound A,1,3,
1318,10,P8,Quality,Sound C,Sound F,3,3,
1319,10,P8,Quality,Sound D,Sound C,5,3,
1320,10,P4,Harmony,Sound A,Sound C,5,4,
1321,10,P4,Harmony,Sound B,Sound B,1,4,
1322,10,P4,Harmony,Sound C,Sound A,2,4,
1323,10,P4,Harmony,Sound D,Sound F,3,4,
1324,10,P4,Dynamism,Sound A,Sound C,5,4,
1325,10,P4,Dynamism,Sound B,Sound B,2,4,
1326,10,P4,Dynamism,Sound C,Sound A,2,4,
1327,10,P4,Dynamism,Sound D,Sound F,3,4,
1328,10,P4,Quality,Sound A,Sound C,5,4,
1329,10,P4,Quality,Sound B,Sound B,1,4,
1330,10,P4,Quality,Sound C,Sound A,1,4,
1331,10,P4,Quality,Sound D,Sound F,3,4,
1332,10,P10,Harmony,Sound A,Sound B,3,3,
1333,10,P10,Harmony,Sound B,Sound C,5,3,
1334,10,P10,Harmony,Sound C,Sound A,1,3,
1335,10,P10,Harmony,Sound D,Sound F,3,3,
1336,10,P10,Dynamism,Sound A,Sound B,4,3,
1337,10,P10,Dynamism,Sound B,Sound C,5,3,
1338,10,P10,Dynamism,Sound C,Sound A,2,3,
1339,10,P10,Dynamism,Sound D,Sound F,3,3,
1340,10,P10,Quality,Sound A,Sound B,1,3,
1341,10,P10,Quality,Sound B,Sound C,5,3,
1342,10,P10,Quality,Sound C,Sound A,1,3,
1343,10,P10,Quality,Sound D,Sound F,3,3,
1344,10,P5,Harmony,Sound A,Sound B,2,4,
1345,10,P5,Harmony,Sound B,Sound C,5,4,
1346,10,P5,Harmony,Sound C,Sound F,3,4,
1347,10,P5,Harmony,Sound D,Sound A,2,4,
1348,10,P5,Dynamism,Sound A,Sound B,1,4,
1349,10,P5,Dynamism,Sound B,Sound C,5,4,
1350,10,P5,Dynamism,Sound C,Sound F,3,4,
1351,10,P5,Dynamism,Sound D,Sound A,1,4,
1352,10,P5,Quality,Sound A,Sound B,1,4,
1353,10,P5,Quality,Sound B,Sound C,5,4,
1354,10,P5,Quality,Sound C,Sound F,3,4,
1355,10,P5,Quality,Sound D,Sound A,1,4,
1356,10,P6,Harmony,Sound A,Sound B,1,5,
1357,10,P6,Harmony,Sound B,Sound F,3,5,
1358,10,P6,Harmony,Sound C,Sound C,4,5,
1359,10,P6,Harmony,Sound D,Sound A,1,5,
1360,10,P6,Dynamism,Sound A,Sound B,1,5,
1361,10,P6,Dynamism,Sound B,Sound F,3,5,
1362,10,P6,Dynamism,Sound C,Sound C,5,5,
1363,10,P6,Dynamism,Sound D,Sound A,1,5,
1364,10,P6,Quality,Sound A,Sound B,2,5,
1365,10,P6,Quality,Sound B,Sound F,3,5,
1366,10,P6,Quality,Sound C,Sound C,5,5,
1367,10,P6,Quality,Sound D,Sound A,2,5,
1368,10,P11,Harmony,Sound A,Sound B,2,3,
1369,10,P11,Harmony,Sound B,Sound F,3,3,
1370,10,P11,Harmony,Sound C,Sound C,5,3,
1371,10,P11,Harmony,Sound D,Sound A,1,3,
1372,10,P11,Dynamism,Sound A,Sound B,2,3,
1373,10,P11,Dynamism,Sound B,Sound F,3,3,
1374,10,P11,Dynamism,Sound C,Sound C,4,3,
1375,10,P11,Dynamism,Sound D,Sound A,1,3,
1376,10,P11,Quality,Sound A,Sound B,2,3,
1377,10,P11,Quality,Sound B,Sound F,3,3,
1378,10,P11,Quality,Sound C,Sound C,5,3,
1379,10,P11,Quality,Sound D,Sound A,1,3,
1380,10,P3,Harmony,Sound A,Sound A,1,4,
1381,10,P3,Harmony,Sound B,Sound C,4,4,
1382,10,P3,Harmony,Sound C,Sound F,3,4,
1383,10,P3,Harmony,Sound D,Sound B,1,4,
1384,10,P3,Dynamism,Sound A,Sound A,2,4,
1385,10,P3,Dynamism,Sound B,Sound C,4,4,
1386,10,P3,Dynamism,Sound C,Sound F,3,4,
1387,10,P3,Dynamism,Sound D,Sound B,2,4,
1388,10,P3,Quality,Sound A,Sound A,1,4,
1389,10,P3,Quality,Sound B,Sound C,4,4,
1390,10,P3,Quality,Sound C,Sound F,3,4,
1391,10,P3,Quality,Sound D,Sound B,1,4,
1392,10,P1,Harmony,Sound A,Sound C,4,4,
1393,10,P1,Harmony,Sound B,Sound B,1,4,
1394,10,P1,Harmony,Sound C,Sound F,3,4,
1395,10,P1,Harmony,Sound D,Sound A,1,4,
1396,10,P1,Dynamism,Sound A,Sound C,5,4,
1397,10,P1,Dynamism,Sound B,Sound B,2,4,
1398,10,P1,Dynamism,Sound C,Sound F,3,4,
1399,10,P1,Dynamism,Sound D,Sound A,1,4,
1400,10,P1,Quality,Sound A,Sound C,5,4,
1401,10,P1,Quality,Sound B,Sound B,2,4,
1402,10,P1,Quality,Sound C,Sound F,3,4,
1403,10,P1,Quality,Sound D,Sound A,1,4,
1404,10,P12,Harmony,Sound A,Sound B,2,2,
1405,10,P12,Harmony,Sound B,Sound A,1,2,
1406,10,P12,Harmony,Sound C,Sound C,5,2,
1407,10,P12,Harmony,Sound D,Sound F,3,2,
1408,10,P12,Dynamism,Sound A,Sound B,4,2,
1409,10,P12,Dynamism,Sound B,Sound A,1,2,
1410,10,P12,Dynamism,Sound C,Sound C,5,2,
1411,10,P12,Dynamism,Sound D,Sound F,3,2,
1412,10,P12,Quality,Sound A,Sound B,2,2,
1413,10,P12,Quality,Sound B,Sound A,2,2,
1414,10,P12,Quality,Sound C,Sound C,5,2,
1415,10,P12,Quality,Sound D,Sound F,3,2,
1416,10,P7,Harmony,Sound A,Sound C,5,4,
1417,10,P7,Harmony,Sound B,Sound B,2,4,
1418,10,P7,Harmony,Sound C,Sound A,1,4,
1419,10,P7,Harmony,Sound D,Sound F,3,4,
1420,10,P7,Dynamism,Sound A,Sound C,5,4,
1421,10,P7,Dynamism,Sound B,Sound B,3,4,
1422,10,P7,Dynamism,Sound C,Sound A,1,4,
1423,10,P7,Dynamism,Sound D,Sound F,3,4,
1424,10,P7,Quality,Sound A,Sound C,4,4,
1425,10,P7,Quality,Sound B,Sound B,1,4,
1426,10,P7,Quality,Sound C,Sound A,1,4,
1427,10,P7,Quality,Sound D,Sound F,3,4,
1428,10,P9,Harmony,Sound A,Sound B,1,2,
1429,10,P9,Harmony,Sound B,Sound F,3,2,
1430,10,P9,Harmony,Sound C,Sound C,4,2,
1431,10,P9,Harmony,Sound D,Sound A,2,2,
1432,10,P9,Dynamism,Sound A,Sound B,2,2,
1433,10,P9,Dynamism,Sound B,Sound F,3,2,
1434,10,P9,Dynamism,Sound C,Sound C,4,2,
1435,10,P9,Dynamism,Sound D,Sound A,1,2,
1436,10,P9,Quality,Sound A,Sound B,1,2,
1437,10,P9,Quality,Sound B,Sound F,3,2,
1438,10,P9,Quality,Sound C,Sound C,4,2,
1439,10,P9,Quality,Sound D,Sound A,2,2,
1440,11,P2,Harmony,Sound A,Sound C,2,3,I didn't feel that any of the 3 music files really harmonised with the artwork in my opinion
1441,11,P2,Harmony,Sound B,Sound F,3,3,I didn't feel that any of the 3 music files really harmonised with the artwork in my opinion
1442,11,P2,Harmony,Sound C,Sound B,1,3,I didn't feel that any of the 3 music files really harmonised with the artwork in my opinion
1443,11,P2,Harmony,Sound D,Sound A,1,3,I didn't feel that any of the 3 music files really harmonised with the artwork in my opinion
1444,11,P2,Dynamism,Sound A,Sound C,4,3,
1445,11,P2,Dynamism,Sound B,Sound F,3,3,
1446,11,P2,Dynamism,Sound C,Sound B,1,3,
1447,11,P2,Dynamism,Sound D,Sound A,1,3,
1448,11,P2,Quality,Sound A,Sound C,4,3,"I didn't really feel that any of the sounds represented the artwork at all, nor were they particularly pleasing to the ear."
1449,11,P2,Quality,Sound B,Sound F,3,3,"I didn't really feel that any of the sounds represented the artwork at all, nor were they particularly pleasing to the ear."
1450,11,P2,Quality,Sound C,Sound B,2,3,"I didn't really feel that any of the sounds represented the artwork at all, nor were they particularly pleasing to the ear."
1451,11,P2,Quality,Sound D,Sound A,2,3,"I didn't really feel that any of the sounds represented the artwork at all, nor were they particularly pleasing to the ear."
1452,11,P8,Harmony,Sound A,Sound B,4,3,I did not like the drum sounds in relation to this artwork.
1453,11,P8,Harmony,Sound B,Sound A,2,3,I did not like the drum sounds in relation to this artwork.
1454,11,P8,Harmony,Sound C,Sound F,3,3,I did not like the drum sounds in relation to this artwork.
1455,11,P8,Harmony,Sound D,Sound C,4,3,I did not like the drum sounds in relation to this artwork.
1456,11,P8,Dynamism,Sound A,Sound B,2,3,
1457,11,P8,Dynamism,Sound B,Sound A,2,3,
1458,11,P8,Dynamism,Sound C,Sound F,3,3,
1459,11,P8,Dynamism,Sound D,Sound C,2,3,
1460,11,P8,Quality,Sound A,Sound B,2,3,"Overall, I enjoyed the music except for the drums. I felt they didn't fit."
1461,11,P8,Quality,Sound B,Sound A,2,3,"Overall, I enjoyed the music except for the drums. I felt they didn't fit."
1462,11,P8,Quality,Sound C,Sound F,3,3,"Overall, I enjoyed the music except for the drums. I felt they didn't fit."
1463,11,P8,Quality,Sound D,Sound C,4,3,"Overall, I enjoyed the music except for the drums. I felt they didn't fit."
1464,11,P4,Harmony,Sound A,Sound C,3,5,I really enjoyed the Sound A music but didn't feel it matched the energy of the artwork. I felt the music had much more energy than the painting.
1465,11,P4,Harmony,Sound B,Sound B,1,5,I really enjoyed the Sound A music but didn't feel it matched the energy of the artwork. I felt the music had much more energy than the painting.
1466,11,P4,Harmony,Sound C,Sound A,1,5,I really enjoyed the Sound A music but didn't feel it matched the energy of the artwork. I felt the music had much more energy than the painting.
1467,11,P4,Harmony,Sound D,Sound F,3,5,I really enjoyed the Sound A music but didn't feel it matched the energy of the artwork. I felt the music had much more energy than the painting.
1468,11,P4,Dynamism,Sound A,Sound C,5,5,
1469,11,P4,Dynamism,Sound B,Sound B,1,5,
1470,11,P4,Dynamism,Sound C,Sound A,1,5,
1471,11,P4,Dynamism,Sound D,Sound F,3,5,
1472,11,P4,Quality,Sound A,Sound C,5,5,
1473,11,P4,Quality,Sound B,Sound B,1,5,
1474,11,P4,Quality,Sound C,Sound A,1,5,
1475,11,P4,Quality,Sound D,Sound F,3,5,
1476,11,P10,Harmony,Sound A,Sound B,4,1,
1477,11,P10,Harmony,Sound B,Sound C,5,1,
1478,11,P10,Harmony,Sound C,Sound A,1,1,
1479,11,P10,Harmony,Sound D,Sound F,3,1,
1480,11,P10,Dynamism,Sound A,Sound B,4,1,
1481,11,P10,Dynamism,Sound B,Sound C,4,1,
1482,11,P10,Dynamism,Sound C,Sound A,2,1,
1483,11,P10,Dynamism,Sound D,Sound F,3,1,
1484,11,P10,Quality,Sound A,Sound B,3,1,
1485,11,P10,Quality,Sound B,Sound C,5,1,
1486,11,P10,Quality,Sound C,Sound A,1,1,
1487,11,P10,Quality,Sound D,Sound F,3,1,
1488,11,P5,Harmony,Sound A,Sound B,2,3,Would be better without drums.
1489,11,P5,Harmony,Sound B,Sound C,5,3,Would be better without drums.
1490,11,P5,Harmony,Sound C,Sound F,3,3,Would be better without drums.
1491,11,P5,Harmony,Sound D,Sound A,2,3,Would be better without drums.
1492,11,P5,Dynamism,Sound A,Sound B,1,3,
1493,11,P5,Dynamism,Sound B,Sound C,4,3,
1494,11,P5,Dynamism,Sound C,Sound F,3,3,
1495,11,P5,Dynamism,Sound D,Sound A,1,3,
1496,11,P5,Quality,Sound A,Sound B,2,3,
1497,11,P5,Quality,Sound B,Sound C,4,3,
1498,11,P5,Quality,Sound C,Sound F,3,3,
1499,11,P5,Quality,Sound D,Sound A,2,3,
1500,11,P6,Harmony,Sound A,Sound B,2,5,
1501,11,P6,Harmony,Sound B,Sound F,3,5,
1502,11,P6,Harmony,Sound C,Sound C,4,5,
1503,11,P6,Harmony,Sound D,Sound A,1,5,
1504,11,P6,Dynamism,Sound A,Sound B,2,5,
1505,11,P6,Dynamism,Sound B,Sound F,3,5,
1506,11,P6,Dynamism,Sound C,Sound C,5,5,
1507,11,P6,Dynamism,Sound D,Sound A,1,5,
1508,11,P6,Quality,Sound A,Sound B,2,5,
1509,11,P6,Quality,Sound B,Sound F,3,5,
1510,11,P6,Quality,Sound C,Sound C,4,5,
1511,11,P6,Quality,Sound D,Sound A,2,5,
1512,11,P11,Harmony,Sound A,Sound B,1,2,
1513,11,P11,Harmony,Sound B,Sound F,3,2,
1514,11,P11,Harmony,Sound C,Sound C,5,2,
1515,11,P11,Harmony,Sound D,Sound A,2,2,
1516,11,P11,Dynamism,Sound A,Sound B,2,2,
1517,11,P11,Dynamism,Sound B,Sound F,3,2,
1518,11,P11,Dynamism,Sound C,Sound C,5,2,
1519,11,P11,Dynamism,Sound D,Sound A,1,2,
1520,11,P11,Quality,Sound A,Sound B,1,2,
1521,11,P11,Quality,Sound B,Sound F,3,2,
1522,11,P11,Quality,Sound C,Sound C,4,2,
1523,11,P11,Quality,Sound D,Sound A,1,2,
1524,11,P3,Harmony,Sound A,Sound A,2,4,
1525,11,P3,Harmony,Sound B,Sound C,4,4,
1526,11,P3,Harmony,Sound C,Sound F,3,4,
1527,11,P3,Harmony,Sound D,Sound B,2,4,
1528,11,P3,Dynamism,Sound A,Sound A,1,4,
1529,11,P3,Dynamism,Sound B,Sound C,4,4,
1530,11,P3,Dynamism,Sound C,Sound F,3,4,
1531,11,P3,Dynamism,Sound D,Sound B,2,4,
1532,11,P3,Quality,Sound A,Sound A,2,4,
1533,11,P3,Quality,Sound B,Sound C,5,4,
1534,11,P3,Quality,Sound C,Sound F,3,4,
1535,11,P3,Quality,Sound D,Sound B,2,4,
1536,11,P1,Harmony,Sound A,Sound C,4,5,
1537,11,P1,Harmony,Sound B,Sound B,2,5,
1538,11,P1,Harmony,Sound C,Sound F,3,5,
1539,11,P1,Harmony,Sound D,Sound A,1,5,
1540,11,P1,Dynamism,Sound A,Sound C,5,5,
1541,11,P1,Dynamism,Sound B,Sound B,3,5,
1542,11,P1,Dynamism,Sound C,Sound F,3,5,
1543,11,P1,Dynamism,Sound D,Sound A,1,5,
1544,11,P1,Quality,Sound A,Sound C,5,5,
1545,11,P1,Quality,Sound B,Sound B,1,5,
1546,11,P1,Quality,Sound C,Sound F,3,5,
1547,11,P1,Quality,Sound D,Sound A,1,5,
1548,11,P12,Harmony,Sound A,Sound B,3,2,
1549,11,P12,Harmony,Sound B,Sound A,2,2,
1550,11,P12,Harmony,Sound C,Sound C,5,2,
1551,11,P12,Harmony,Sound D,Sound F,3,2,
1552,11,P12,Dynamism,Sound A,Sound B,5,2,
1553,11,P12,Dynamism,Sound B,Sound A,2,2,
1554,11,P12,Dynamism,Sound C,Sound C,5,2,
1555,11,P12,Dynamism,Sound D,Sound F,3,2,
1556,11,P12,Quality,Sound A,Sound B,1,2,
1557,11,P12,Quality,Sound B,Sound A,1,2,
1558,11,P12,Quality,Sound C,Sound C,5,2,
1559,11,P12,Quality,Sound D,Sound F,3,2,
1560,11,P7,Harmony,Sound A,Sound C,2,3,
1561,11,P7,Harmony,Sound B,Sound B,1,3,
1562,11,P7,Harmony,Sound C,Sound A,2,3,
1563,11,P7,Harmony,Sound D,Sound F,3,3,
1564,11,P7,Dynamism,Sound A,Sound C,4,3,
1565,11,P7,Dynamism,Sound B,Sound B,3,3,
1566,11,P7,Dynamism,Sound C,Sound A,2,3,
1567,11,P7,Dynamism,Sound D,Sound F,3,3,
1568,11,P7,Quality,Sound A,Sound C,4,3,
1569,11,P7,Quality,Sound B,Sound B,1,3,
1570,11,P7,Quality,Sound C,Sound A,2,3,
1571,11,P7,Quality,Sound D,Sound F,3,3,
1572,11,P9,Harmony,Sound A,Sound B,2,3,
1573,11,P9,Harmony,Sound B,Sound F,3,3,
1574,11,P9,Harmony,Sound C,Sound C,4,3,
1575,11,P9,Harmony,Sound D,Sound A,1,3,
1576,11,P9,Dynamism,Sound A,Sound B,1,3,
1577,11,P9,Dynamism,Sound B,Sound F,3,3,
1578,11,P9,Dynamism,Sound C,Sound C,5,3,
1579,11,P9,Dynamism,Sound D,Sound A,1,3,
1580,11,P9,Quality,Sound A,Sound B,1,3,
1581,11,P9,Quality,Sound B,Sound F,3,3,
1582,11,P9,Quality,Sound C,Sound C,5,3,
1583,11,P9,Quality,Sound D,Sound A,1,3,
1584,12,P2,Harmony,Sound A,Sound C,2,4,"While Sound A was the most pleasing, I think the heavy drums felt out of place in concert with the painting. Sounds C and D were really unpleasant to listen to because they were so off beat."
1585,12,P2,Harmony,Sound B,Sound F,3,4,"While Sound A was the most pleasing, I think the heavy drums felt out of place in concert with the painting. Sounds C and D were really unpleasant to listen to because they were so off beat."
1586,12,P2,Harmony,Sound C,Sound B,1,4,"While Sound A was the most pleasing, I think the heavy drums felt out of place in concert with the painting. Sounds C and D were really unpleasant to listen to because they were so off beat."
1587,12,P2,Harmony,Sound D,Sound A,1,4,"While Sound A was the most pleasing, I think the heavy drums felt out of place in concert with the painting. Sounds C and D were really unpleasant to listen to because they were so off beat."
1588,12,P2,Dynamism,Sound A,Sound C,4,4,
1589,12,P2,Dynamism,Sound B,Sound F,3,4,
1590,12,P2,Dynamism,Sound C,Sound B,1,4,
1591,12,P2,Dynamism,Sound D,Sound A,1,4,
1592,12,P2,Quality,Sound A,Sound C,4,4,
1593,12,P2,Quality,Sound B,Sound F,3,4,
1594,12,P2,Quality,Sound C,Sound B,1,4,
1595,12,P2,Quality,Sound D,Sound A,1,4,
1596,12,P8,Harmony,Sound A,Sound B,2,2,"Sound A would have made sense with the painting and been a better piece overall without the percussion which threw it off and seemed again too aggressive. Sound B was rhythmically all over the place and too fast-paced for the painting.  Sound D was the nicest to listen to and the one that felt most in tune with the painting - although, and this may just be personal preference, but the drums ruined it."
1597,12,P8,Harmony,Sound B,Sound A,1,2,"Sound A would have made sense with the painting and been a better piece overall without the percussion which threw it off and seemed again too aggressive. Sound B was rhythmically all over the place and too fast-paced for the painting.  Sound D was the nicest to listen to and the one that felt most in tune with the painting - although, and this may just be personal preference, but the drums ruined it."
1598,12,P8,Harmony,Sound C,Sound F,3,2,"Sound A would have made sense with the painting and been a better piece overall without the percussion which threw it off and seemed again too aggressive. Sound B was rhythmically all over the place and too fast-paced for the painting.  Sound D was the nicest to listen to and the one that felt most in tune with the painting - although, and this may just be personal preference, but the drums ruined it."
1599,12,P8,Harmony,Sound D,Sound C,4,2,"Sound A would have made sense with the painting and been a better piece overall without the percussion which threw it off and seemed again too aggressive. Sound B was rhythmically all over the place and too fast-paced for the painting.  Sound D was the nicest to listen to and the one that felt most in tune with the painting - although, and this may just be personal preference, but the drums ruined it."
1600,12,P8,Dynamism,Sound A,Sound B,2,2,
1601,12,P8,Dynamism,Sound B,Sound A,1,2,
1602,12,P8,Dynamism,Sound C,Sound F,3,2,
1603,12,P8,Dynamism,Sound D,Sound C,5,2,
1604,12,P8,Quality,Sound A,Sound B,2,2,
1605,12,P8,Quality,Sound B,Sound A,1,2,
1606,12,P8,Quality,Sound C,Sound F,3,2,
1607,12,P8,Quality,Sound D,Sound C,4,2,
1608,12,P4,Harmony,Sound A,Sound C,4,4,"Sound A felt most in tune with the painting, with the pacing. Sound B was too off beat to enjoy. Sound C was rhythmically unpleasant. Again the MIDI drums spoiled my enjoyment of all pieces."
1609,12,P4,Harmony,Sound B,Sound B,1,4,"Sound A felt most in tune with the painting, with the pacing. Sound B was too off beat to enjoy. Sound C was rhythmically unpleasant. Again the MIDI drums spoiled my enjoyment of all pieces."
1610,12,P4,Harmony,Sound C,Sound A,1,4,"Sound A felt most in tune with the painting, with the pacing. Sound B was too off beat to enjoy. Sound C was rhythmically unpleasant. Again the MIDI drums spoiled my enjoyment of all pieces."
1611,12,P4,Harmony,Sound D,Sound F,3,4,"Sound A felt most in tune with the painting, with the pacing. Sound B was too off beat to enjoy. Sound C was rhythmically unpleasant. Again the MIDI drums spoiled my enjoyment of all pieces."
1612,12,P4,Dynamism,Sound A,Sound C,4,4,
1613,12,P4,Dynamism,Sound B,Sound B,2,4,
1614,12,P4,Dynamism,Sound C,Sound A,1,4,
1615,12,P4,Dynamism,Sound D,Sound F,3,4,
1616,12,P4,Quality,Sound A,Sound C,4,4,
1617,12,P4,Quality,Sound B,Sound B,2,4,
1618,12,P4,Quality,Sound C,Sound A,1,4,
1619,12,P4,Quality,Sound D,Sound F,3,4,
1620,12,P10,Harmony,Sound A,Sound B,2,1,"Sound A was a little disjointed but rhythmically suited the painting better. I thought Sound B was the most pleasant to listen to, although perhaps a little too fast for this painting. Sound C was too disjointed to enjoy."
1621,12,P10,Harmony,Sound B,Sound C,3,1,"Sound A was a little disjointed but rhythmically suited the painting better. I thought Sound B was the most pleasant to listen to, although perhaps a little too fast for this painting. Sound C was too disjointed to enjoy."
1622,12,P10,Harmony,Sound C,Sound A,1,1,"Sound A was a little disjointed but rhythmically suited the painting better. I thought Sound B was the most pleasant to listen to, although perhaps a little too fast for this painting. Sound C was too disjointed to enjoy."
1623,12,P10,Harmony,Sound D,Sound F,3,1,"Sound A was a little disjointed but rhythmically suited the painting better. I thought Sound B was the most pleasant to listen to, although perhaps a little too fast for this painting. Sound C was too disjointed to enjoy."
1624,12,P10,Dynamism,Sound A,Sound B,4,1,
1625,12,P10,Dynamism,Sound B,Sound C,4,1,
1626,12,P10,Dynamism,Sound C,Sound A,1,1,
1627,12,P10,Dynamism,Sound D,Sound F,3,1,
1628,12,P10,Quality,Sound A,Sound B,1,1,
1629,12,P10,Quality,Sound B,Sound C,4,1,
1630,12,P10,Quality,Sound C,Sound A,1,1,
1631,12,P10,Quality,Sound D,Sound F,3,1,
1632,12,P5,Harmony,Sound A,Sound B,1,3,Both Sound A and B were slightly too fast for my perception of the painting although B was more enjoyable to listen to. Sound D was too disjointed to enjoy.
1633,12,P5,Harmony,Sound B,Sound C,4,3,Both Sound A and B were slightly too fast for my perception of the painting although B was more enjoyable to listen to. Sound D was too disjointed to enjoy.
1634,12,P5,Harmony,Sound C,Sound F,3,3,Both Sound A and B were slightly too fast for my perception of the painting although B was more enjoyable to listen to. Sound D was too disjointed to enjoy.
1635,12,P5,Harmony,Sound D,Sound A,1,3,Both Sound A and B were slightly too fast for my perception of the painting although B was more enjoyable to listen to. Sound D was too disjointed to enjoy.
1636,12,P5,Dynamism,Sound A,Sound B,2,3,
1637,12,P5,Dynamism,Sound B,Sound C,4,3,
1638,12,P5,Dynamism,Sound C,Sound F,3,3,
1639,12,P5,Dynamism,Sound D,Sound A,1,3,
1640,12,P5,Quality,Sound A,Sound B,2,3,
1641,12,P5,Quality,Sound B,Sound C,4,3,
1642,12,P5,Quality,Sound C,Sound F,3,3,
1643,12,P5,Quality,Sound D,Sound A,1,3,
1644,12,P6,Harmony,Sound A,Sound B,3,5,Sounds A and B were both good but B was more pleasant to listen to and more accurately reflected the mood of the painting. Sound D was rhythmically and tonally unpleasant.
1645,12,P6,Harmony,Sound B,Sound F,3,5,Sounds A and B were both good but B was more pleasant to listen to and more accurately reflected the mood of the painting. Sound D was rhythmically and tonally unpleasant.
1646,12,P6,Harmony,Sound C,Sound C,5,5,Sounds A and B were both good but B was more pleasant to listen to and more accurately reflected the mood of the painting. Sound D was rhythmically and tonally unpleasant.
1647,12,P6,Harmony,Sound D,Sound A,1,5,Sounds A and B were both good but B was more pleasant to listen to and more accurately reflected the mood of the painting. Sound D was rhythmically and tonally unpleasant.
1648,12,P6,Dynamism,Sound A,Sound B,3,5,
1649,12,P6,Dynamism,Sound B,Sound F,3,5,
